iter,time,reward,steps,convergence
1,0.001758311000003232,-1601.17,977.71,92.68212743000001
2,0.0033895569999913278,-1387.88,980.01,86.62407539124663
3,0.004588886999954411,-1179.34,1000.0,81.37591002927113
4,0.0053485490000184654,-1309.59,993.31,73.75900866536446
5,0.007001305000017055,-1748.23,969.77,70.29900866536445
6,0.007776451000040652,-1313.39,990.84,65.16705554555817
7,0.00939165200009029,-1177.85,1000.0,58.82648804680382
8,0.011011583000026803,-1486.79,993.57,51.23748737865272
9,0.012614843999926961,-1023.62,1000.0,45.444835378652726
10,0.014261276999945949,-1053.92,1000.0,38.65276322747742
11,0.015866211000002295,-1392.32,1000.0,35.85960725808421
12,0.017472870999995394,-1051.68,1000.0,33.24513554806521
13,0.019092485999976816,-1169.65,1000.0,30.56864461395112
14,0.020699842999988505,-797.01,734.0,32.068978517896234
15,0.022312414999987595,-1213.43,994.06,29.090928743451265
16,0.023938534999956573,-1265.8,1000.0,29.57527512757459
17,0.02470836399993459,-1262.29,1000.0,30.630481041382176
18,0.026332996999940406,-1488.47,988.77,31.63840550448698
19,0.027412175999984356,-1028.22,989.66,30.445988648614332
20,0.029046266999898762,-1019.28,999.77,31.5383685529859
21,0.029946859999995468,-1007.96,1000.0,34.48824883545018
22,0.031567109999969034,-1085.53,991.13,37.19712237482024
23,0.033174658000007184,-1088.47,985.36,42.22177867090984
24,0.033443877999957294,-1190.07,980.8,41.18404959617229
25,0.03498469499993462,-1389.53,1000.0,41.26564896690412
26,0.03552140099998269,-1047.21,976.96,38.406623572931245
27,0.036059254000065266,-1018.25,782.76,37.47325476957586
28,0.03653561700002683,-1048.93,769.41,39.95958399305802
29,0.037747662000015225,-1229.9,942.4,40.87083803134394
30,0.03935864099992159,-967.03,855.07,40.106649802214385
31,0.040142538999930366,-1488.61,968.9,42.55708297602581
32,0.040669564999916474,-997.44,993.62,44.278108051672085
33,0.0422724099998959,-1068.79,810.85,40.26924985925637
34,0.04252836199987087,-605.11,448.73,43.961871252873976
35,0.04285429199990176,-1038.26,646.19,45.38505723940698
36,0.04312893099995563,-545.15,374.37,47.173420268599976
37,0.04325856799994199,-683.3,249.69,48.300055774289184
38,0.04354377899994688,-860.23,821.43,49.52877351520999
39,0.044168128999899636,-1004.51,989.71,49.520804126973914
40,0.04488270699994246,-885.13,797.7,52.35827176619496
41,0.04533217099992726,-938.94,898.61,51.66764621935873
42,0.04697908999992251,-845.31,526.21,51.58038905624445
43,0.04861394800002472,-896.42,349.97,53.514297157960186
44,0.04887907400006952,-920.7,810.93,50.338289568064056
45,0.04946770100013964,-990.73,942.45,49.91687077907959
46,0.05081298000015977,-978.6,899.7,50.68990166676825
47,0.052422954000121536,-900.3,771.55,50.48560341941601
48,0.05402821700010918,-715.23,663.53,48.42259213334472
49,0.05564457000014045,-811.27,584.21,50.565838113810045
50,0.055929413000171735,-886.73,671.94,47.96793704991872
51,0.0576020100002097,-873.19,801.07,46.42499202045833
52,0.05922289400018599,-901.71,741.89,44.45559963153904
53,0.06082697400017878,-615.73,535.76,45.9271802873681
54,0.06171519800011538,-993.14,968.92,48.27494493474124
55,0.06330267900011677,-1021.87,847.44,48.30061152917104
56,0.06492078700011916,-1076.24,853.32,46.80950125422166
57,0.06603314000005867,-870.22,833.51,46.047534801309624
58,0.06765481600007206,-1456.37,897.55,45.16227194936675
59,0.06925885300006485,-780.17,725.66,42.67374488746858
60,0.07058377100008784,-598.39,596.93,43.370346517089914
61,0.07087429600005635,-872.97,855.35,43.60150193729562
62,0.07247911100000692,-322.43,301.74,46.93429678420258
63,0.07407836400000178,-781.67,738.61,45.22499107868158
64,0.07539262900002086,-761.46,715.51,44.07816529139886
65,0.07611157799999546,-323.6,325.84,44.64139312744673
66,0.07770833899996887,-507.88,481.94,45.720941763172235
67,0.07934456099997078,-692.38,633.32,45.304125893987454
68,0.08094870399997944,-541.57,532.37,43.27531763668118
69,0.08230341099999805,-551.24,582.94,45.84813907162386
70,0.08276351100005286,-344.08,366.48,45.716391334465904
71,0.08437292600001456,-734.68,686.06,46.280780844964376
72,0.0859696539999959,-363.14,394.91,43.547238718677406
73,0.08619484699988789,-260.07,282.79,41.54690863846413
74,0.08641280099993764,-305.79,324.47,39.734858222066464
75,0.08799973499992575,-664.94,700.94,38.32407038082889
76,0.08851893699988977,-470.74,255.7,40.001492038056185
77,0.08898529599991889,-141.58,106.98,40.0724036141176
78,0.0891889839998612,-563.95,538.27,42.47199994190636
79,0.08949323499984985,-435.76,418.2,40.87021245535644
80,0.09036832999993294,-1139.3,863.72,41.95287894606276
81,0.09068192299992006,-1021.97,917.96,44.0815080498474
82,0.0916955649998954,-525.37,542.62,45.49361543111515
83,0.09196602199983772,-770.94,741.72,48.94983694513835
84,0.09230740099985724,-134.61,172.03,53.220020896297925
85,0.09253638099983164,-170.16,186.54,53.474465032983005
86,0.09282149599982858,-110.49,145.01,51.408916290394416
87,0.09300875699977951,-108.22,144.87,51.899418439058024
88,0.09317936699972051,-103.53,143.81,51.39573816596546
89,0.09334959099976459,-611.58,236.25,53.547069382294566
90,0.09368588199981787,-182.74,227.94,51.7442212907192
91,0.09486670399974173,-321.35,329.81,50.13989863000374
92,0.09524111599978369,-570.47,574.9,48.761171427190334
93,0.09684560899972894,-601.5,556.25,47.48325508146251
94,0.09770927499971549,-843.6,630.17,47.578217859870826
95,0.09930426999972042,-506.03,472.69,50.26194295890627
96,0.09951932199976454,-1001.84,999.25,50.41008747193334
97,0.10071387599975878,-844.88,766.45,52.84437854097594
98,0.10102844599975924,-994.18,942.7,54.90509661141185
99,0.10125858499975493,-789.03,747.3,55.20847000247642
100,0.10155653699973755,-261.99,256.33,56.21014051572943
101,0.10188233699966531,-170.69,173.73,55.48017347551886
102,0.10206141899971044,-91.13,100.69,56.77382136180925
103,0.10219917399967926,-107.03,135.02,54.182246608589836
104,0.10240151399978004,-213.44,234.58,50.350775616167084
105,0.102718021999749,-204.72,205.96,46.56350350892169
106,0.10322684299978846,-115.55,133.13,48.584592162297255
107,0.10339152599976842,-121.07,135.53,47.9713209651239
108,0.10359805099983532,-132.57,149.68,49.556518409901955
109,0.1037576229998649,-144.15,160.22,44.94946990627413
110,0.10400112199988598,-191.51,188.47,45.00601698793783
111,0.10422171699985938,-564.86,427.29,48.183208577310815
112,0.10437617999980375,-460.99,416.23,46.48487784629246
113,0.10452996699973482,-742.98,712.95,49.78087451431416
114,0.10483547999967868,-686.9,579.83,54.01476353628067
115,0.10523318699961237,-520.12,425.32,56.43447566004583
116,0.10619569299956311,-793.08,770.44,56.47589150095443
117,0.10678665299951717,-391.79,356.66,53.96061400524276
118,0.10697735499945793,-265.92,215.39,56.748904509982935
119,0.10713990899944292,-214.37,195.34,59.427988306436575
120,0.10737035699935404,-169.82,181.34,59.07823936114821
121,0.10765192699932413,-59.59,91.33,56.25628945614365
122,0.10779447699940192,-57.58,102.88,57.28210360220483
123,0.10800161099939487,-163.66,113.0,59.27951606876881
124,0.10812882199934393,-70.7,109.27,56.216313604330125
125,0.1083831779992579,-98.96,131.61,54.57536164327557
126,0.10865839699931712,-86.53,113.55,50.563231715705854
127,0.10882009999932052,-120.76,161.08,52.29206732297662
128,0.10899932499933129,-98.7,130.29,46.86788082732778
129,0.10912978999931511,-56.35,88.99,43.08799807088744
130,0.10956981799927235,-187.7,198.14,43.76415506753173
131,0.10977495899931,-70.59,112.98,41.83278262357037
132,0.10993324299931828,-92.46,101.94,39.09415149706674
133,0.11005862699937552,-65.47,97.36,35.864973104752785
134,0.11026615399930506,-114.51,145.16,40.40635862490844
135,0.11057594199928644,-95.79,118.6,38.28746126129115
136,0.1107347769992657,-72.85,108.09,37.04331928797738
137,0.11090044299930923,-97.78,109.77,34.37643389993923
138,0.11248117999934948,-1027.93,963.69,34.38262941063821
139,0.11411016299939547,-1163.59,823.87,39.35238667852447
140,0.1154558099993892,-1090.06,867.72,37.247156504713665
141,0.11705220999942867,-991.75,844.72,40.007756795304246
142,0.11767720699947404,-849.32,729.07,41.08900529962755
143,0.11794336899947666,-472.66,445.14,39.185976697290634
144,0.11818600799949763,-251.07,168.61,36.333783019828715
145,0.11831887299945265,-118.58,146.41,36.68254064095353
146,0.11864411099941208,-130.6,119.28,36.41273662125867
147,0.11877837899942278,-298.54,321.67,36.188327837802554
148,0.11915468499944382,-53.36,93.33,33.42629305362615
149,0.11961264199953803,-585.12,528.24,31.21904522103077
150,0.11982247299954452,-521.47,536.95,31.357781416145777
151,0.12007476599956135,-145.13,132.71,27.922802991375516
152,0.12023801999953321,-74.31,104.29,26.585108767007387
153,0.12042781499951616,-108.92,133.2,27.63084516856668
154,0.1206026579995978,-91.73,121.34,23.743848647002327
155,0.12077130499960731,-108.31,128.09,23.692070165527458
156,0.12097186399967086,-80.48,91.23,26.86714303014881
157,0.12108863299965833,-44.27,87.56,30.67138067639945
158,0.1212450129996796,-545.27,134.24,33.65443624584058
159,0.12140351299967733,-86.93,113.98,31.52091637482306
160,0.12158590999968055,-51.83,82.6,29.82718473663322
161,0.12176371099974403,-96.0,117.47,28.703382982516008
162,0.12186472199971377,-166.96,119.17,28.52407018696786
163,0.1221936659998164,-127.54,106.57,29.99425464248686
164,0.12257575599971915,-213.26,203.61,32.665215977059646
165,0.12281540599963137,-220.57,162.34,33.061078415377814
166,0.12301377399955982,-858.67,806.52,34.28172729489366
167,0.1235731799995392,-694.28,524.03,35.05326853619111
168,0.12442017699959251,-641.24,463.23,35.733657647391844
169,0.12601278999966326,-987.98,974.51,39.54674223312327
170,0.12686950099964633,-831.76,800.98,42.40173527116043
171,0.12734822199956852,-257.81,278.22,46.08762493874332
172,0.12794687099949442,-960.51,955.76,50.52048850806725
173,0.1282893129994136,-289.74,311.45,48.12882522327905
174,0.12989003699942714,-876.95,864.67,48.59586650705927
175,0.1301696249994393,-92.02,133.48,52.64259588251991
176,0.13052253999933328,-103.37,150.56,48.75098062378481
177,0.1306519879993857,-61.08,106.75,43.20821228835052
178,0.13079580999931295,-60.14,108.23,39.42787447550201
179,0.13095080499931555,-23.16,66.06,36.36895219265417
180,0.1317841479992694,-506.12,438.4,38.13363499839848
181,0.13357434899921827,-854.89,728.19,38.58475351518943
182,0.1340483879992007,-994.87,919.38,41.97442487341922
183,0.1343882129991698,-999.0,1000.0,42.21844082215219
184,0.1347658689992386,-1000.36,1000.0,39.95447742761614
185,0.13529364999919835,-767.86,737.43,40.458801295665026
186,0.13574668299918358,-484.23,482.63,45.48133221816834
187,0.13613159899921357,-682.37,676.03,47.98911371229515
188,0.1362729659992965,-654.17,669.67,49.074239118739015
189,0.13649094499930925,-431.48,467.71,50.60900717688551
190,0.1367576089993463,-48.39,98.66,46.18144851468948
191,0.13692357999934757,-17.84,72.31,43.86441068880133
192,0.13705946499931088,-11.81,64.01,36.85236527416926
193,0.1386452489992962,-33.98,83.99,37.32872946747928
194,0.1388036189993045,-74.07,102.6,35.10155699541405
195,0.13891550899927552,-64.8,98.02,33.05850336868256
196,0.13908635199925357,-219.7,213.45,31.461519638419002
197,0.13931572499927825,-263.78,221.93,29.570152587487126
198,0.13948470899924814,-478.25,381.36,28.981740285598267
199,0.14009850399918378,-1270.14,940.93,27.42568320489475
200,0.14070390399911048,-269.23,256.8,28.428732750948093
201,0.141234759999179,-927.42,913.3,27.228763435128336
202,0.1415449889991578,-757.8,752.55,27.293693111065778
203,0.14182941199908328,-698.19,424.61,32.60460623181267
204,0.1422547609990943,-87.55,118.72,38.44473990285493
205,0.14257594199909818,-158.58,166.34,37.66100774305352
206,0.14275066299910577,-113.08,104.08,36.61437828451944
207,0.14293270399912217,-97.95,116.92,40.49266657452971
208,0.1431343619991594,-347.23,241.22,39.304979473205265
209,0.14332636099913998,-138.66,164.69,38.32282080456059
210,0.1435462939991794,-171.88,172.12,38.61014860641356
211,0.1437413309990916,-414.61,377.04,40.0001743262638
212,0.1439512099990452,-762.11,529.44,41.20308826704224
213,0.14423542599911343,-904.19,845.74,39.2638320641215
214,0.1446113519990604,-920.68,856.6,34.824083762833574
215,0.14500028099905649,-1014.65,911.83,40.2600393779743
216,0.14543543699903694,-353.75,340.79,40.83471771162634
217,0.14590330999908474,-1007.64,937.77,42.24607505189777
218,0.14611532899903068,-824.75,805.74,46.071962026418646
219,0.14640179499895112,-519.91,520.76,47.29860383723566
220,0.14720398099893828,-1013.63,983.47,49.38915296108292
221,0.14740803899894672,-320.87,334.44,53.051941031685125
222,0.1476223779989141,-824.86,819.28,51.167365580930536
223,0.14807855199887854,-122.3,129.33,47.39727552174092
224,0.14820387599888818,-52.09,94.32,46.974539530671805
225,0.14835986199886975,-143.08,180.91,42.50999216588594
226,0.14876989599895296,-165.9,180.67,41.47939390756413
227,0.14897330499900363,-538.21,516.12,39.29544021145762
228,0.1496007699989832,-668.47,695.76,37.5761406589958
229,0.1499217379989659,-494.18,496.58,40.765790834463964
230,0.15031497699897045,-308.94,363.94,39.3944311822056
231,0.15065866699899289,-42.07,99.81,35.39513901927772
232,0.15102382599900466,-693.48,704.1,36.428452647746006
233,0.1513498989990012,-165.53,224.54,36.72672993325227
234,0.15156634499896882,-502.93,552.99,37.43780526279635
235,0.15177438299906498,-199.31,256.28,36.02085592716437
236,0.15214151799909814,-140.57,155.58,37.443561838842946
237,0.15240581499904238,-337.72,344.68,35.358181815034015
238,0.1525819229990475,-127.19,141.45,34.10476056225824
239,0.1528995629990959,-278.59,227.95,30.81419553294984
240,0.15326325199907842,-102.25,113.07,34.82560089284918
241,0.15347572999905879,-300.46,252.39,34.93977220625705
242,0.15394398099897444,-237.01,240.83,33.80861675604391
243,0.15420566899899768,-118.69,148.85,32.97431419173125
244,0.1543444549989772,-233.28,248.67,37.75462389059196
245,0.15455596199899446,-289.45,264.79,41.28353728076634
246,0.15470338299894593,-858.31,821.01,41.9551363027398
247,0.15496495299885282,-890.19,850.7,43.85845371094524
248,0.15538130899881253,-914.33,825.8,44.76860414447725
249,0.15590840899881186,-955.67,908.51,46.16405638689802
250,0.15619616199876418,-246.2,213.46,41.67300607314653
251,0.15649810299873934,-90.46,148.36,39.84080757580028
252,0.15667277299871785,-66.21,122.64,42.10533196495517
253,0.15689398599874949,-12.66,72.36,44.14914168925211
254,0.15720871999883457,-155.17,150.28,43.12900615554983
255,0.15741544499883275,-334.63,332.53,44.17682941037557
256,0.15762235499880717,-98.0,135.88,47.792977165860414
257,0.15779717299881213,-123.37,168.36,44.25891323992749
258,0.1588031499987892,-750.57,759.78,44.86048771005145
259,0.15905327499876876,-345.28,345.25,47.34632944344712
260,0.1603670419988248,-971.59,966.11,50.239376807906666
261,0.16081262799878004,-752.27,724.59,55.78887977639404
262,0.16240104999872074,-965.63,963.04,56.46637213851817
263,0.16282503499871837,-792.46,787.05,54.96718052267512
264,0.1631031079987224,-234.47,252.54,56.57304262176727
265,0.1633120369987182,-790.18,756.13,53.229158126782636
266,0.16358705099867166,-899.3,894.07,48.566141618612576
267,0.16415505899863092,-562.44,553.6,57.385396844308595
268,0.16447785299862971,-468.56,376.84,57.33562458859725
269,0.16478378399870053,-700.95,694.72,54.43117733457542
270,0.16508540399865979,-953.07,946.33,52.16173027663224
271,0.1654292939987272,-344.56,354.81,49.13008082276334
272,0.16586466699868652,-273.72,337.98,49.274463498215496
273,0.16606606799871315,-57.0,133.59,47.829303063661314
274,0.1663363379987004,-68.37,141.43,45.53946290504554
275,0.16659448399866505,-32.23,95.2,42.52395412037131
276,0.16683089399862183,-43.59,104.38,40.87007682582593
277,0.16698559099859267,-20.33,93.72,34.62567814429888
278,0.1671253099985961,-66.08,113.1,33.580282046266156
279,0.16727676399852953,-24.71,77.92,35.50294640629785
280,0.16739825099853078,-58.2,116.29,36.75072466450497
281,0.16759401799856732,-204.39,211.55,37.592184636668236
282,0.1677876089985375,-113.12,139.45,35.95251709309106
283,0.16863732099852768,-344.69,339.75,37.96455386960577
284,0.16916087599850016,-847.42,857.82,38.454585803206804
285,0.16934525199849304,-670.59,253.28,43.18264940913007
286,0.16967857899840055,-698.63,698.77,43.08398729119812
287,0.16992974999834587,-449.63,488.88,42.3631881186823
288,0.1700878089983462,-296.18,333.01,43.280363807835144
289,0.17041965799830905,-80.43,109.59,40.58010616366643
290,0.170589375998361,-67.28,102.12,38.31206899064232
291,0.17074859099841433,-67.35,97.56,38.791228497105735
292,0.1709672209983637,-147.46,126.29,41.96795604971727
293,0.1711202089983317,-22.61,69.79,40.21182744821316
294,0.17127168499837353,-150.5,118.81,37.63978933546436
295,0.17141108999828703,-159.57,194.94,35.308047715545385
296,0.17157858099824352,-150.17,154.01,38.342818250794615
297,0.1718540579981891,-88.29,99.98,41.775029131325525
298,0.17200199499814062,-63.98,81.65,45.111952819218104
299,0.1723821189981436,-59.46,99.23,44.590610484440134
300,0.17263774899822693,-215.79,229.39,44.52544694552015
301,0.17280859899824463,-78.33,107.9,44.30740580556702
302,0.17298871199830046,-32.31,78.58,40.60449644077776
303,0.17328345899829856,-36.01,79.19,41.44962394639494
304,0.17340871199826324,-22.76,63.83,39.99933615809272
305,0.17357143499827998,-80.99,76.04,38.01788291899629
306,0.17373505599823602,-64.38,107.43,33.28558993747017
307,0.17400853799824745,-45.6,84.57,28.43182730446987
308,0.17417992499815682,-74.42,122.84,23.38401488051566
309,0.17448877399817775,-126.61,140.23,24.467439524797683
310,0.17506742799810127,-969.65,449.39,31.769686152815968
311,0.17527141599816787,-217.0,256.44,35.47427854088332
312,0.1754512199980809,-741.66,625.86,35.748830233110475
313,0.1757031989980078,-92.99,138.23,38.74631303086715
314,0.1759831529980147,-63.64,100.59,41.73272048591991
315,0.1761036189980132,-68.49,123.13,41.13145524175606
316,0.17639848899796107,-60.81,105.8,45.058812166808806
317,0.17664720699804093,-16.1,85.76,46.11086357677514
318,0.17686078299800556,-86.64,148.23,48.36125096886109
319,0.1771060039980057,-108.04,154.4,47.618956371111935
320,0.1774208919979401,-254.27,282.26,42.11046459642264
321,0.1775712119979289,-229.6,252.89,36.6861194184058
322,0.17785021599786432,-246.28,280.35,35.87625032271433
323,0.17810234599778596,-100.31,129.44,33.050611461109625
324,0.17834480999772495,-103.32,116.5,31.792354536180255
325,0.178464161997681,-84.46,80.2,32.91814334625265
326,0.17858650399762155,-93.95,126.92,31.487426178405155
327,0.17878044199756005,-43.07,85.49,30.18850147324394
328,0.17898685399757142,-71.63,91.63,28.445184617459166
329,0.17914173999758987,-96.08,105.08,27.294725992875886
330,0.17941650299758294,-79.42,115.26,25.22764736672581
331,0.17958015599754162,-261.33,309.7,24.30844542535324
332,0.17983804099753797,-31.81,80.12,24.254840960964177
333,0.18002978799756875,-10.99,59.17,24.84393320319007
334,0.18017316399755146,-7.32,64.67,22.141187679527036
335,0.18040995499757173,-8.04,60.98,21.434326635751347
336,0.18053283499762074,-43.16,93.82,19.62927057907911
337,0.18068125499758025,-96.36,136.76,27.491723933841605
338,0.18085876299767278,-246.99,293.48,25.862594200616
339,0.18105655999761439,-96.35,119.73,29.123174792645038
340,0.18165643499753514,-111.47,115.48,29.941654932924678
341,0.1819436169976143,-998.07,953.91,30.122756665324385
342,0.18221771099763373,-997.91,999.45,33.82566574164091
343,0.18246971599762674,-256.97,314.31,32.63778158422089
344,0.1827408509976749,-131.75,181.69,32.591375474211375
345,0.18290939799760508,-75.38,129.09,35.67815209471557
346,0.1830971249975164,-34.56,89.99,35.5325210307335
347,0.18343963899746996,-27.03,75.95,31.336051999122684
348,0.18359247699754633,-871.49,772.69,35.46920142597899
349,0.18504201599751013,-716.69,716.66,33.46711530752931
350,0.18539225099755186,-557.27,564.84,36.242838859205904
351,0.18576476499754335,-612.14,612.94,39.6875229974775
352,0.18603768599757586,-521.55,524.36,39.02232266027487
353,0.1870325569976785,-182.38,195.7,41.48205717895539
354,0.18742460599764854,-397.04,407.48,44.66872525071851
355,0.18762697699764885,-31.94,74.65,46.27905025072123
356,0.18773438299763257,-238.17,77.74,50.79767228745562
357,0.18794305399762834,-59.13,108.49,48.19899398882269
358,0.18811847699771533,-66.88,96.6,46.680981328623595
359,0.1882635929977141,-62.53,109.94,46.42264720645029
360,0.18837666899764827,-124.59,163.4,42.386114091457806
361,0.18855775099757466,-65.86,110.55,40.37370035888099
362,0.18878980199758644,-254.47,278.47,40.34420601634294
363,0.18896400199764685,-357.6,370.34,39.503504455456714
364,0.1895212029976392,-281.34,300.45,38.957043691202216
365,0.18981105799764464,-489.61,477.81,35.47199160471807
366,0.19007902199768978,-84.78,125.83,31.25662542202827
367,0.19027816399761832,-611.73,570.13,30.133231826978022
368,0.19064985699753834,-722.56,510.83,32.04702555372952
369,0.19180226299749847,-1039.28,829.67,34.14937108181979
370,0.19252256699746795,-993.64,953.78,36.64414870458074
371,0.19316228699744897,-940.84,695.4,38.633283007656246
372,0.19377180099741054,-711.56,669.14,37.08464473315491
373,0.19412195099732799,-100.8,109.8,39.190838364983165
374,0.19444037999733155,-147.45,122.49,39.88295609031355
375,0.19458515099734086,-393.37,319.21,39.43971705012852
376,0.1948305139973172,-96.76,143.5,39.51034514675432
377,0.1950886959973559,-77.61,126.44,43.157114567643504
378,0.1953269209973314,-99.83,146.36,42.606180379278186
379,0.19549562199733828,-558.37,526.62,43.73815210625834
380,0.1956424939972976,-109.82,159.4,42.139273308395175
381,0.19586224699730792,-148.49,172.2,40.11707286031471
382,0.19611369699737224,-130.65,187.28,40.50244057375213
383,0.19630049899740243,-80.62,125.71,35.38396830799601
384,0.19647266399738328,-46.14,98.16,35.816405154827706
385,0.19667757399736274,-95.43,139.84,34.52780755765417
386,0.19696562699732567,-101.12,122.19,34.52600106253035
387,0.1971445849973179,-22.45,74.85,30.513547491433503
388,0.19728678199726346,-59.43,106.85,27.26471554249742
389,0.19743166899729658,-77.55,114.28,27.222318243121105
390,0.19759519199726583,-124.64,163.25,27.7590038340148
391,0.19830169399733677,-380.72,382.89,27.795525473226927
392,0.19846760599739355,-273.24,309.08,26.243429529768708
393,0.19868448299735064,-56.83,112.24,27.885555428741263
394,0.1994426779973537,-297.09,275.33,29.53391911704985
395,0.1998272899973017,-967.7,963.56,34.972799116564595
396,0.20141361299727123,-656.34,570.65,38.46606174807477
397,0.2018833959972426,-839.12,841.68,42.069325037711664
398,0.20232732599731662,-620.78,592.14,48.472661370853984
399,0.20249616699720718,-949.3,947.99,46.80246413716297
400,0.20284536299720912,-757.82,749.25,49.63234985063983
401,0.20331639899723086,-968.95,955.69,47.11447137902029
402,0.20368087399731394,-803.75,794.38,48.029591139779065
403,0.20443144399735047,-994.16,994.32,47.797755828828926
404,0.20475266699736494,-230.64,206.46,45.90732420645442
405,0.2050270659973421,-168.83,170.89,40.06695366795923
406,0.20522873099730532,-648.72,619.08,39.28081485672275
407,0.20563333299730857,-814.31,832.35,37.17867514904957
408,0.2059110799972359,-193.74,209.95,31.911104340003668
409,0.2063950209972063,-64.28,138.75,29.830838216958625
410,0.20658082999727867,-44.19,97.83,31.905516233734044
411,0.20675004199733849,-55.83,111.19,35.74097676944862
412,0.20700170299733145,-22.05,86.46,35.950312676982165
413,0.20717331499736247,-145.03,204.32,36.08795251630253
414,0.20737114099733844,-165.05,163.56,34.66612231092241
415,0.20759480699734922,-185.66,180.25,35.08772192634635
416,0.20813252399739213,-162.84,177.98,32.10312319696809
417,0.20850044799738043,-115.58,125.94,31.9896838305503
418,0.2087465779974309,-106.43,155.91,32.83377306044501
419,0.2090093549974199,-168.9,172.09,35.14041238758716
420,0.2091518239974448,-120.14,148.7,31.055340779698895
421,0.20935212499739464,-56.0,115.32,33.08637531774337
422,0.20951007599728655,-62.46,116.52,35.502033143871394
423,0.2096330559973012,-91.53,131.57,38.00240525106145
424,0.20976419399733004,-628.87,659.84,36.91811927715024
425,0.21006742599729478,-34.7,92.52,37.293291037716905
426,0.21021023499724834,-228.44,264.21,38.67595195558077
427,0.21041495399720134,-759.73,754.16,40.96288061497015
428,0.21156419699718754,-680.42,674.74,42.161774492986055
429,0.213370239997289,-944.88,937.3,40.636921427448456
430,0.21351246399729007,-623.32,634.4,40.15114899041769
431,0.21367599199732012,-443.15,443.27,38.261675593246615
432,0.21397287599722858,-366.65,372.22,37.302631699232975
433,0.21412136699723305,-155.44,164.49,38.98617056347969
434,0.2143547989973058,-556.89,521.72,40.80429562762315
435,0.21511038299729535,-628.88,644.95,42.37111836707753
436,0.21562771599735697,-430.1,481.12,43.6253213649973
437,0.2162627469973586,-302.56,328.24,41.32040561912438
438,0.21667302999742333,-680.65,605.13,42.76343433382583
439,0.21684745999743882,-211.92,218.71,43.81057076547232
