iter,time,reward,steps,convergence
1,0.030912175000000097,-159.4,173.94,79.73400000000001
2,0.06395708999999972,71.98,23.4,54.79646423825922
3,0.09595784399999996,76.82,21.12,76.70615582371602
4,0.12631426399999945,77.42,20.52,67.91537448334735
5,0.1546812159999993,77.72,19.64,11.050950036198728
6,0.18473049599999936,78.04,21.06,7.946653296243952
7,0.21450769999999864,78.66,20.44,2.808920373842838
8,0.22017754599999861,80.12,20.14,0.00016809417722640774
9,0.2251003669999987,78.24,20.04,6.352827964661856e-05
