iter,time,reward,steps,convergence
1,0.0006911850000008712,-193.9,167.5,89.1209295698059
2,0.0013359400000041433,-183.14,169.32,97.22092956980589
3,0.0019838310000039883,-147.92,165.2,96.15830373212589
4,0.0024804490000036594,-86.92,132.6,102.29630373212589
5,0.0026830750000073067,-87.0,134.92,105.12856721012588
6,0.0031022770000106448,-69.14,131.82,113.04838901012587
7,0.0032566730000098687,-37.64,117.24,120.78949576432176
8,0.00340383600001104,-35.84,112.64,126.16821193792175
9,0.0040750800000139975,-148.52,160.92,128.5202144375316
10,0.004129790000014566,5.0,80.78,134.00645284281927
11,0.0045958020000114175,48.6,44.8,144.06405844415997
12,0.004679137000010769,75.16,23.36,130.355932183097
13,0.004734209000012868,21.0,47.08,136.62959873540947
14,0.00477601800001537,59.3,30.28,137.7134061543946
15,0.0050402250000161075,75.44,24.82,142.0461720691985
16,0.005108638000017152,61.62,29.94,131.81399260411484
17,0.005153273000018999,56.98,37.48,129.89229003956464
18,0.005769682000014598,56.02,39.9,129.1818595025076
19,0.005868969000012214,19.36,41.42,131.27719847123052
20,0.00653307200001052,-133.4,135.74,133.8206474362043
21,0.006856832000011082,22.56,41.94,139.8150145179912
22,0.0069096700000130795,24.22,42.26,148.48319688652796
23,0.006969055000013213,62.34,23.96,142.8760806776745
24,0.007035836000014228,-58.96,108.28,134.50198646771437
25,0.007173600000015767,55.64,41.24,131.6888710927286
26,0.007279939000014224,50.3,38.8,139.89932508916343
27,0.0073358860000141135,64.84,27.06,139.4911654127307
28,0.007398902000012697,49.94,38.68,125.60840427946864
29,0.0074506000000127415,52.62,35.9,128.71249184098613
30,0.007492052000010574,43.98,43.96,111.18164289157978
31,0.007543468000008602,67.3,25.0,95.74402027669143
32,0.007627830000011215,1.96,75.38,84.49668852148382
33,0.007759328000012999,23.74,65.8,90.29108027911786
34,0.008963130000012143,-46.84,101.92,85.85566876667559
35,0.009109450000011066,-165.68,176.82,72.39214472508375
36,0.009218176000011624,31.82,52.94,57.57590411996771
37,0.009454904000008924,11.1,60.26,50.10418307702203
